대학명,모집단위,계열,전형,백분위,충원,모집인원,경쟁률
상명대,경제금융학부,인문・사회계열,일반전형,83,25,19,3.74
상명대,인문콘텐츠학부 지적재산권전공,인문・사회계열,일반전형,80,13,9,5.78
상명대,인문콘텐츠학부 역사콘텐츠전공,인문・사회계열,일반전형,82,10,9,7.56
상명대,공간환경학부,인문・사회계열,일반전형,81,23,13,8.31
상명대,SW융합학부 전기공학전공,공학계열,일반전형,84,14,9,3.44
상명대,지능・데이터융합학부,공학계열,일반전형,80,42,22,4.64
상명대,인문콘텐츠학부 문헌정보학전공,인문・사회계열,일반전형,83,14,9,5.44
상명대,생명화학공학부 화공신소재전공,공학계열,일반전형,86,14,11,6.09
상명대,생명화학공학부 화학에너지공학전공,공학계열,일반전형,83,21,11,3.55
상명대,생명화학공학부 생명공학전공,공학계열,일반전형,84,24,12,5.75
상명대,SW융합학부 애니메이션전공,예체능계열,일반전형,83,10,9,3.44
상명대,SW융합학부 게임전공,자연과학계열,일반전형,78,14,9,3
상명대,SW융합학부 컴퓨터과학전공,자연과학계열,일반전형,85,53,31,5.52
상지대,한의예과B,자연과학계열,일반전형,97,53,9,37.44
상지대,한의예과A,자연과학계열,일반전형,66,14,15,18.8
상지대,간호학과,자연과학계열,일반전형,73,9,17,3.41
서강대,영문학부,인문・사회계열,일반전형,93,36,30,4.63
서강대,경영학부(경영학전공),인문・사회계열,일반전형,92,162,87,4.63
서강대,전자공학과,공학계열,일반전형,89,48,27,5.26
서강대,기계공학과,공학계열,일반전형,92,45,26,5.15
서강대,화학과,자연과학계열,일반전형,92,22,20,5.5
서강대,경제학과,인문・사회계열,일반전형,88,71,54,4.83
서강대,시스템반도체공학과,공학계열,일반전형,95,7,10,9
서강대,유럽문화학과,인문・사회계열,일반전형,91,24,18,5.11
서강대,인문학부,인문・사회계열,일반전형,91,61,45,4.31
서강대,지식융합미디어학부,인문・사회계열,일반전형,89,35,23,4.48
서강대,사회과학부,인문・사회계열,일반전형,84,56,29,5.66
서강대,수학과,자연과학계열,일반전형,86,18,17,6.29
서강대,물리학과,자연과학계열,일반전형,89,23,16,4
서강대,글로벌한국학부,인문・사회계열,일반전형,90,7,7,12.43
서강대,중국문화학과,인문・사회계열,일반전형,87,6,12,5.33
서강대,반도체공학과,공학계열,일반전형,95,26,13,7.08
서강대,생명과학과,자연과학계열,일반전형,89,25,17,5
서강대,화공생명공학과,공학계열,일반전형,94,61,34,6
서강대,컴퓨터공학과,공학계열,일반전형,95,40,33,5.39
서강대,인공지능학과,공학계열,일반전형,92,13,11,7.18
서강대,인문학기반자유전공학부,인문・사회계열,일반전형,93,439,48,22.15
서강대,SCIENCE기반자유전공학부,자연과학계열,일반전형,91,270,31,26.23
서강대,AI기반자유전공학부,공학계열,일반전형,90,300,35,28.57
서강대,인문/인문자연계열,인문・사회계열,농어촌,81.5,33,30,4.57
서강대,자연계열,자연과학계열,농어촌,91.67,29,18,5.33
서강대,인문/인문자연계열,인문・사회계열,저소득,80.5,26,15,5.93
서강대,자연계열,자연과학계열,저소득,85.5,17,9,6
서강대,인문/인문자연계열,인문・사회계열,장애인,71.33,0,9,1.22
서강대,자연계열,자연과학계열,장애인,74.83,0,6,1
서울과기대,스포츠과학과,예체능계열,일반전형,79,4,15,4.9
서울과기대,디자인학과(시각디자인전공),예체능계열,일반전형,68,29,32,3.9
서울과기대,금속공예디자인학과,예체능계열,일반전형,69,14,19,6.2
서울과기대,디자인학과(산업디자인전공),예체능계열,일반전형,73,18,26,4.1
서울과기대,조형예술학과,예체능계열,일반전형,65,11,14,5.1
서울과기대,도예학과,예체능계열,일반전형,68,11,21,6.3
서울과기대,바이오메디컬학과,자연과학계열,일반전형,87,5,7,6.6
서울과기대,정밀화학과,자연과학계열,일반전형,85,4,13,4
서울과기대,환경공학과,공학계열,일반전형,84,24,26,4.5
서울과기대,산업공학과 산업정보시스템전공(자연),공학계열,일반전형,88,4,6,4.5
서울과기대,자유전공학부(창의융합대학),공학계열,일반전형,85,13,22,4
서울과기대,산업공학과 ITM전공(자연),공학계열,일반전형,86,4,7,7
서울과기대,MSDE학과,공학계열,일반전형,90,4,14,3.6
서울과기대,전자공학과,공학계열,일반전형,86,12,20,4.7
서울과기대,안경광학과,자연과학계열,일반전형,82,8,12,5.2
서울과기대,행정학과,인문・사회계열,일반전형,86,4,10,5
서울과기대,영어영문학과,인문・사회계열,일반전형,83,2,5,5.4
서울과기대,스마트ICT융합공학과,공학계열,일반전형,89,8,11,5.3
서울과기대,자유전공학부(공과대학),공학계열,일반전형,88,56,69,4.9
서울과기대,화공생명공학과,공학계열,일반전형,86,11,21,4.3
서울과기대,경영학과(글로벌테크노경영전공)_인문,인문・사회계열,일반전형,85,8,9,4.8
서울과기대,전기정보공학과,공학계열,일반전형,88,20,31,3.8
서울과기대,경영학과(경영학전공),인문・사회계열,일반전형,86,5,11,7.2
서울과기대,식품생명공학과,자연과학계열,일반전형,87,8,8,9.3
서울과기대,컴퓨터공학과,공학계열,일반전형,88,21,31,3.4
서울과기대,기계시스템공학부 지능형로봇전공,공학계열,일반전형,83,19,26,3.4
서울과기대,건축학부건축학전공,공학계열,일반전형,83,7,14,4.5
서울과기대,건설시스템공학과,공학계열,일반전형,85,15,29,3.7
서울과기대,자유전공학부(기술경영융합대학),인문・사회계열,일반전형,88,5,14,4.5
서울과기대,자유전공학부(인문사회대학),인문・사회계열,일반전형,86,9,12,5.1
서울과기대,기계시스템공학부 미래자동차전공,공학계열,일반전형,86,5,17,4.4
서울과기대,자유전공학부(에너지바이오대학),자연과학계열,일반전형,86,16,23,4.3
서울과기대,자유전공학부(정보통신대학),공학계열,일반전형,83,13,28,3.5
서울과기대,건축학부건축공학전공,공학계열,일반전형,84,10,19,5.6
서울과기대,안전공학과,공학계열,일반전형,87,4,17,4.1
서울과기대,신소재공학과,공학계열,일반전형,88,25,23,4
서울과기대,디자인학과(산업디자인전공),예체능계열,일반전형,84,4,7,5
서울과기대,기계공학과,공학계열,일반전형,84,32,40,3.4
서울과기대,인공지능응용학과,공학계열,일반전형,86,17,21,6.5
서울과기대,ST자유전공학부,공학계열,일반전형,87,29,20,9.4
서울과기대,지능형반도체공학과,공학계열,일반전형,85,12,15,7.4
서울과기대,미래에너지융합학과,공학계열,일반전형,90,6,5,10.8
서울대,역사학부,인문・사회계열,일반전형,97,1,10,5.1
서울대,언론정보학과,인문・사회계열,일반전형,97,,7,4.86
서울대,정치외교학부,인문・사회계열,일반전형,96,2,16,4.56
서울대,국어교육과,인문・사회계열,일반전형,97,,10,3.4
서울대,영어교육과,인문・사회계열,일반전형,96,1,8,3.75
서울대,윤리교육과,인문・사회계열,일반전형,97,,5,6.6
서울대,사회학과,인문・사회계열,일반전형,95,,10,5.6
서울대,치의학대학원 치의학과,의학계열,일반전형,97,6,12,3.67
서울대,기계공학부,공학계열,일반전형,97,6,33,3.18
서울대,전기・정보공학부,공학계열,일반전형,97,15,53,3.06
서울대,원자핵공학과,공학계열,일반전형,97,2,6,5.33
서울대,에너지자원공학과,공학계열,일반전형,95,,5,8.2
서울대,경제학부,인문・사회계열,일반전형,98,5,54,3.43
서울대,농경제사회학부,인문・사회계열,일반전형,97,,15,4.07
서울대,사회교육과,인문・사회계열,일반전형,94,,6,5.67
서울대,조선해양공학과,공학계열,일반전형,97,2,17,4.35
서울대,인문계열,인문・사회계열,일반전형,96,5,67,3.06
서울대,자유전공학부,인문・사회계열,일반전형,98,5,49,3.2
서울대,경영대학,인문・사회계열,일반전형,97,7,54,2.96
서울대,심리학과,인문・사회계열,일반전형,96,2,9,5.44
서울대,스마트시스템과학과,자연과학계열,일반전형,97,3,10,5.5
서울대,항공우주공학과,공학계열,일반전형,97,2,12,3.42
서울대,역사교육과,인문・사회계열,일반전형,97,,6,5.33
서울대,지리교육과,인문・사회계열,일반전형,95,,6,5.33
서울대,물리교육과,자연과학계열,일반전형,93,1,10,4.5
서울대,생물교육과,자연과학계열,일반전형,93,1,11,3.73
서울대,수학교육과,자연과학계열,일반전형,96,4,10,5.6
서울대,지구과학교육과,자연과학계열,일반전형,95,2,8,3.5
서울대,화학교육과,자연과학계열,일반전형,96,4,7,4.29
서울대,체육교육과,예체능계열,일반전형,95,8,33,3.73
서울대,건축학과,공학계열,일반전형,97,7,15,3.13
서울대,물리·천문학부(물리학전공),자연과학계열,일반전형,96,6,12,5.5
서울대,소비자아동학부(소비자학전공),인문・사회계열,일반전형,98,,9,4.56
서울대,물리·천문학부(천문학전공),자연과학계열,일반전형,94,1,5,7.6
서울대,첨단융합학부,공학계열,일반전형,95,7,53,3.4
서울대,약학계열(6년제),자연과학계열,일반전형,95,7,14,2.57
서울대,통계학과,자연과학계열,일반전형,99,,7,6.71
서울대,지리학과,인문・사회계열,일반전형,97,2,8,5.38
서울대,의예과,자연과학계열,일반전형,100,,29,3.31
서울대,간호대학,자연과학계열,일반전형,93,14,29,4.03
서울대,소비자아동학부(아동가족학전공),인문・사회계열,일반전형,97,,6,5.17
서울대,생명과학부,자연과학계열,일반전형,97,4,22,3.32
서울대,식품・동물생명공학부,자연과학계열,일반전형,96,1,20,2.55
서울대,바이오시스템・소재학부,자연과학계열,일반전형,98,1,14,4.57
서울대,식물생산과학부,자연과학계열,일반전형,95,6,27,3.7
서울대,응용생물화학부,자연과학계열,일반전형,96,7,18,3.39
서울대,화학생물공학부,공학계열,일반전형,93,8,30,3.6
서울대,수의예과,자연과학계열,일반전형,97,1,15,3.6
서울대,화학부,자연과학계열,일반전형,96,2,14,3.5
서울대,지구환경과학부,자연과학계열,일반전형,96,2,9,4.44
서울대,산림과학부,자연과학계열,일반전형,94,11,18,3.83
서울대,건설환경도시공학부,공학계열,일반전형,97,8,19,3.63
서울대,조경・지역시스템공학부,자연과학계열,일반전형,95,1,16,4.13
서울대,식품영양학과,자연과학계열,일반전형,96,3,11,3.55
서울대,의류학과,자연과학계열,일반전형,97,1,10,4.4
서울대,수리과학부,자연과학계열,일반전형,97,5,9,3.89
서울대,재료공학부,공학계열,일반전형,94,7,31,3.39
서울대,컴퓨터공학부,공학계열,일반전형,94,10,38,3.76
서울대,산업공학과,공학계열,일반전형,96,1,16,4
서울대,(학부대학)광역,인문・사회계열,일반전형,97,3,36,3.5
서울대,정치외교학부,인문・사회계열,지역균형,96,,10,3
서울대,치의학대학원 치의학과,의학계열,지역균형,99,1,10,1.7
서울대,경제학부,인문・사회계열,지역균형,98,2,20,2.05
서울대,사회복지학과,인문・사회계열,지역균형,96,,6,4.67
서울대,인문계열,인문・사회계열,지역균형,96,1,23,2.13
서울대,인류학과,인문・사회계열,지역균형,97,,7,3.29
서울대,공과대학 광역,공학계열,지역균형,96,5,36,2.25
서울대,첨단융합학부,공학계열,지역균형,97,9,20,2.15
서울대,약학계열(6년제),자연과학계열,지역균형,95,3,10,1.9
서울대,의예과,자연과학계열,지역균형,100,,10,2.4
서울대,전기・정보공학부,공학계열,농어촌,95,2,10,0
서울대,경제학부,인문・사회계열,농어촌,94,,5,0
서울대,인문계열,인문・사회계열,농어촌,96,1,6,2
서울대,첨단융합학부,공학계열,농어촌,94,,5,2
서울대,수의예과,자연과학계열,농어촌,95,1,4,2.5
서울대,전기・정보공학부,공학계열,저소득,91,,9,0
서울대,경제학부,인문・사회계열,저소득,95,,4,0
서울대,농경제사회학부,인문・사회계열,저소득,91,1,8,0
서울대,인문계열,인문・사회계열,저소득,93,,7,2.14
서울대,첨단융합학부,공학계열,저소득,89,1,5,2.6
서울대,약학계열(6년제),자연과학계열,저소득,95,,5,3.4
서울대,수의예과,자연과학계열,저소득,96,1,4,4.75
서울시립대,자유전공학부(자연),인문・사회계열,일반전형,92,47,46,4.37
서울시립대,자유전공학부(인문),인문・사회계열,일반전형,88,28,47,4.06
서울시립대,인공지능학과,공학계열,일반전형,90,25,18,7.17
서울시립대,도시행정학과,인문・사회계열,일반전형,91,12,14,5.64
서울시립대,건축학부 건축공학전공,공학계열,일반전형,89,12,12,7.58
서울시립대,건축학부 건축학전공(5년제),공학계열,일반전형,90,8,10,4.3
서울시립대,조경학과,공학계열,일반전형,91,1,8,5.75
서울시립대,국제관계학과,인문・사회계열,일반전형,90,5,14,5.79
서울시립대,도시사회학과,인문・사회계열,일반전형,88,10,15,4.47
서울시립대,행정학과,인문・사회계열,일반전형,87,37,29,5.48
서울시립대,토목공학과,공학계열,일반전형,91,4,12,4.92
